movieId,title,genres,title_cleaned,release_year,genres_str,combined_features,avg_rating,vibe_cluster
1572,"Contempt (Mépris, Le) (1963)",['Drama'],"Contempt (Mépris, Le)",1963,drama,"Contempt (Mépris, Le) drama",3.0,6
1573,Face/Off (1997),"['Action', 'Crime', 'Drama', 'Thriller']",Face/Off,1997,action crime drama thriller,Face/Off action crime drama thriller,3.3701298701298703,0
1574,Fall (1997),['Romance'],Fall,1997,romance,Fall romance,1.0,2
1580,Men in Black (a.k.a. MIB) (1997),"['Action', 'Comedy', 'Sci-Fi']",Men in Black (a.k.a. MIB),1997,action comedy sci-fi,Men in Black (a.k.a. MIB) action comedy sci-fi,3.487878787878788,4
1581,Out to Sea (1997),['Comedy'],Out to Sea,1997,comedy,Out to Sea comedy,2.1666666666666665,7
1582,Wild America (1997),"['Adventure', 'Children']",Wild America,1997,adventure children,Wild America adventure children,2.6,3
1583,"Simple Wish, A (1997)","['Children', 'Fantasy']","Simple Wish, A",1997,children fantasy,"Simple Wish, A children fantasy",3.0,3
1584,Contact (1997),"['Drama', 'Sci-Fi']",Contact,1997,drama sci-fi,Contact drama sci-fi,3.652439024390244,4
1585,Love Serenade (1996),['Comedy'],Love Serenade,1996,comedy,Love Serenade comedy,3.0,7
1586,G.I. Jane (1997),"['Action', 'Drama']",G.I. Jane,1997,action drama,G.I. Jane action drama,2.7954545454545454,0
1587,Conan the Barbarian (1982),"['Action', 'Adventure', 'Fantasy']",Conan the Barbarian,1982,action adventure fantasy,Conan the Barbarian action adventure fantasy,3.2580645161290325,0
1588,George of the Jungle (1997),"['Children', 'Comedy']",George of the Jungle,1997,children comedy,George of the Jungle children comedy,3.075,3
1589,Cop Land (1997),"['Action', 'Crime', 'Drama', 'Thriller']",Cop Land,1997,action crime drama thriller,Cop Land action crime drama thriller,3.28125,0
1590,Event Horizon (1997),"['Horror', 'Sci-Fi', 'Thriller']",Event Horizon,1997,horror sci-fi thriller,Event Horizon horror sci-fi thriller,2.94,4
1591,Spawn (1997),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Spawn,1997,action adventure sci-fi thriller,Spawn action adventure sci-fi thriller,2.6346153846153846,4
1592,Air Bud (1997),"['Children', 'Comedy']",Air Bud,1997,children comedy,Air Bud children comedy,2.375,3
1593,Picture Perfect (1997),"['Comedy', 'Romance']",Picture Perfect,1997,comedy romance,Picture Perfect comedy romance,2.833333333333333,2
1594,In the Company of Men (1997),"['Comedy', 'Drama']",In the Company of Men,1997,comedy drama,In the Company of Men comedy drama,4.083333333333333,7
1596,Career Girls (1997),['Drama'],Career Girls,1997,drama,Career Girls drama,4.333333333333333,6
1597,Conspiracy Theory (1997),"['Drama', 'Mystery', 'Romance', 'Thriller']",Conspiracy Theory,1997,drama mystery romance thriller,Conspiracy Theory drama mystery romance thriller,2.941860465116279,6
1598,Desperate Measures (1998),"['Crime', 'Drama', 'Thriller']",Desperate Measures,1998,crime drama thriller,Desperate Measures crime drama thriller,2.5,6
1599,Steel (1997),['Action'],Steel,1997,action,Steel action,2.333333333333333,0
1600,She's So Lovely (1997),"['Drama', 'Romance']",She's So Lovely,1997,drama romance,She's So Lovely drama romance,3.5,2
1601,Hoodlum (1997),"['Crime', 'Drama', 'Film-Noir']",Hoodlum,1997,crime drama film-noir,Hoodlum crime drama film-noir,2.333333333333333,6
1602,Leave It to Beaver (1997),['Comedy'],Leave It to Beaver,1997,comedy,Leave It to Beaver comedy,1.75,7
1603,Mimic (1997),"['Horror', 'Sci-Fi', 'Thriller']",Mimic,1997,horror sci-fi thriller,Mimic horror sci-fi thriller,2.4615384615384617,4
1604,Money Talks (1997),"['Action', 'Comedy']",Money Talks,1997,action comedy,Money Talks action comedy,3.333333333333333,0
1605,Excess Baggage (1997),"['Adventure', 'Romance']",Excess Baggage,1997,adventure romance,Excess Baggage adventure romance,2.75,2
1606,Kull the Conqueror (1997),"['Action', 'Adventure']",Kull the Conqueror,1997,action adventure,Kull the Conqueror action adventure,2.333333333333333,0
1608,Air Force One (1997),"['Action', 'Thriller']",Air Force One,1997,action thriller,Air Force One action thriller,3.3448275862068964,0
1609,187 (One Eight Seven) (1997),"['Drama', 'Thriller']",187 (One Eight Seven),1997,drama thriller,187 (One Eight Seven) drama thriller,2.6666666666666665,6
1610,"Hunt for Red October, The (1990)","['Action', 'Adventure', 'Thriller']","Hunt for Red October, The",1990,action adventure thriller,"Hunt for Red October, The action adventure thriller",3.8722222222222222,0
1611,My Own Private Idaho (1991),"['Drama', 'Romance']",My Own Private Idaho,1991,drama romance,My Own Private Idaho drama romance,4.1,2
1612,"Kiss Me, Guido (1997)",['Comedy'],"Kiss Me, Guido",1997,comedy,"Kiss Me, Guido comedy",3.0,7
1613,Star Maps (1997),['Drama'],Star Maps,1997,drama,Star Maps drama,4.0,6
1614,In & Out (1997),['Comedy'],In & Out,1997,comedy,In & Out comedy,2.7884615384615383,7
1615,"Edge, The (1997)","['Adventure', 'Drama']","Edge, The",1997,adventure drama,"Edge, The adventure drama",3.0,6
1616,"Peacemaker, The (1997)","['Action', 'Thriller', 'War']","Peacemaker, The",1997,action thriller war,"Peacemaker, The action thriller war",3.025,5
1617,L.A. Confidential (1997),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",L.A. Confidential,1997,crime film-noir mystery thriller,L.A. Confidential crime film-noir mystery thriller,4.061855670103093,6
1619,Seven Years in Tibet (1997),"['Adventure', 'Drama', 'War']",Seven Years in Tibet,1997,adventure drama war,Seven Years in Tibet adventure drama war,3.4285714285714284,5
1620,Kiss the Girls (1997),"['Crime', 'Drama', 'Mystery', 'Thriller']",Kiss the Girls,1997,crime drama mystery thriller,Kiss the Girls crime drama mystery thriller,3.1153846153846154,6
1621,Soul Food (1997),['Drama'],Soul Food,1997,drama,Soul Food drama,3.25,6
1623,Wishmaster (1997),['Horror'],Wishmaster,1997,horror,Wishmaster horror,2.25,1
1624,"Thousand Acres, A (1997)",['Drama'],"Thousand Acres, A",1997,drama,"Thousand Acres, A drama",1.75,6
1625,"Game, The (1997)","['Drama', 'Mystery', 'Thriller']","Game, The",1997,drama mystery thriller,"Game, The drama mystery thriller",3.701298701298701,6
1626,Fire Down Below (1997),"['Action', 'Drama', 'Thriller']",Fire Down Below,1997,action drama thriller,Fire Down Below action drama thriller,2.6666666666666665,0
1627,U Turn (1997),"['Crime', 'Drama', 'Mystery']",U Turn,1997,crime drama mystery,U Turn crime drama mystery,3.357142857142857,6
1629,"MatchMaker, The (1997)","['Comedy', 'Romance']","MatchMaker, The",1997,comedy romance,"MatchMaker, The comedy romance",3.333333333333333,2
1631,"Assignment, The (1997)","['Action', 'Thriller']","Assignment, The",1997,action thriller,"Assignment, The action thriller",5.0,0
1633,Ulee's Gold (1997),['Drama'],Ulee's Gold,1997,drama,Ulee's Gold drama,4.0,6
1635,"Ice Storm, The (1997)",['Drama'],"Ice Storm, The",1997,drama,"Ice Storm, The drama",3.882352941176471,6
1639,Chasing Amy (1997),"['Comedy', 'Drama', 'Romance']",Chasing Amy,1997,comedy drama romance,Chasing Amy comedy drama romance,3.576923076923077,2
1641,"Full Monty, The (1997)","['Comedy', 'Drama']","Full Monty, The",1997,comedy drama,"Full Monty, The comedy drama",3.758928571428572,7
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),"['Comedy', 'Drama']",Indian Summer (a.k.a. Alive & Kicking),1996,comedy drama,Indian Summer (a.k.a. Alive & Kicking) comedy drama,1.75,7
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)","['Drama', 'Romance']","Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",1997,drama romance,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) drama romance",3.8,6
1644,I Know What You Did Last Summer (1997),"['Horror', 'Mystery', 'Thriller']",I Know What You Did Last Summer,1997,horror mystery thriller,I Know What You Did Last Summer horror mystery thriller,2.109375,1
1645,The Devil's Advocate (1997),"['Drama', 'Mystery', 'Thriller']",The Devil's Advocate,1997,drama mystery thriller,The Devil's Advocate drama mystery thriller,3.411764705882353,6
1646,RocketMan (a.k.a. Rocket Man) (1997),"['Children', 'Comedy', 'Romance', 'Sci-Fi']",RocketMan (a.k.a. Rocket Man),1997,children comedy romance sci-fi,RocketMan (a.k.a. Rocket Man) children comedy romance sci-fi,2.142857142857143,4
1647,Playing God (1997),"['Crime', 'Drama', 'Thriller']",Playing God,1997,crime drama thriller,Playing God crime drama thriller,2.5,6
1648,"House of Yes, The (1997)","['Comedy', 'Drama']","House of Yes, The",1997,comedy drama,"House of Yes, The comedy drama",3.5,7
1649,"Fast, Cheap & Out of Control (1997)",['Documentary'],"Fast, Cheap & Out of Control",1997,documentary,"Fast, Cheap & Out of Control documentary",2.5,7
1650,Washington Square (1997),['Drama'],Washington Square,1997,drama,Washington Square drama,3.75,6
1652,Year of the Horse (1997),['Documentary'],Year of the Horse,1997,documentary,Year of the Horse documentary,4.5,7
1653,Gattaca (1997),"['Drama', 'Sci-Fi', 'Thriller']",Gattaca,1997,drama sci-fi thriller,Gattaca drama sci-fi thriller,3.953488372093023,4
1654,FairyTale: A True Story (1997),"['Children', 'Drama', 'Fantasy']",FairyTale: A True Story,1997,children drama fantasy,FairyTale: A True Story children drama fantasy,3.5,3
1655,Phantoms (1998),"['Drama', 'Horror', 'Thriller']",Phantoms,1998,drama horror thriller,Phantoms drama horror thriller,4.0,1
1656,Swept from the Sea (1997),"['Drama', 'Romance']",Swept from the Sea,1997,drama romance,Swept from the Sea drama romance,4.0,2
1658,"Life Less Ordinary, A (1997)","['Romance', 'Thriller']","Life Less Ordinary, A",1997,romance thriller,"Life Less Ordinary, A romance thriller",3.0625,2
1659,Hurricane Streets (1997),['Drama'],Hurricane Streets,1997,drama,Hurricane Streets drama,4.0,6
1660,Eve's Bayou (1997),['Drama'],Eve's Bayou,1997,drama,Eve's Bayou drama,3.0,6
1661,Switchback (1997),"['Crime', 'Mystery', 'Thriller']",Switchback,1997,crime mystery thriller,Switchback crime mystery thriller,3.0,6
1662,Gang Related (1997),['Crime'],Gang Related,1997,crime,Gang Related crime,3.0,6
1663,Stripes (1981),"['Comedy', 'War']",Stripes,1981,comedy war,Stripes comedy war,3.794117647058824,5
1665,Bean (1997),['Comedy'],Bean,1997,comedy,Bean comedy,2.96875,7
1667,Mad City (1997),"['Action', 'Drama']",Mad City,1997,action drama,Mad City action drama,2.1,0
1670,Welcome to Sarajevo (1997),"['Drama', 'War']",Welcome to Sarajevo,1997,drama war,Welcome to Sarajevo drama war,3.0,5
1671,Deceiver (1997),"['Crime', 'Drama', 'Thriller']",Deceiver,1997,crime drama thriller,Deceiver crime drama thriller,3.0,6
1672,"Rainmaker, The (1997)",['Drama'],"Rainmaker, The",1997,drama,"Rainmaker, The drama",3.375,6
1673,Boogie Nights (1997),['Drama'],Boogie Nights,1997,drama,Boogie Nights drama,4.076923076923077,6
1674,Witness (1985),"['Drama', 'Romance', 'Thriller']",Witness,1985,drama romance thriller,Witness drama romance thriller,3.65,2
1675,Incognito (1997),"['Crime', 'Thriller']",Incognito,1997,crime thriller,Incognito crime thriller,3.5,6
1676,Starship Troopers (1997),"['Action', 'Sci-Fi']",Starship Troopers,1997,action sci-fi,Starship Troopers action sci-fi,3.33125,4
1677,Critical Care (1997),"['Comedy', 'Drama']",Critical Care,1997,comedy drama,Critical Care comedy drama,2.0,7
1678,"Joy Luck Club, The (1993)","['Drama', 'Romance']","Joy Luck Club, The",1993,drama romance,"Joy Luck Club, The drama romance",3.5,2
1679,Chairman of the Board (1998),['Comedy'],Chairman of the Board,1998,comedy,Chairman of the Board comedy,2.0,7
1680,Sliding Doors (1998),"['Drama', 'Romance']",Sliding Doors,1998,drama romance,Sliding Doors drama romance,3.6,2
1681,Mortal Kombat: Annihilation (1997),"['Action', 'Adventure', 'Fantasy']",Mortal Kombat: Annihilation,1997,action adventure fantasy,Mortal Kombat: Annihilation action adventure fantasy,1.9285714285714288,0
1682,"Truman Show, The (1998)","['Comedy', 'Drama', 'Sci-Fi']","Truman Show, The",1998,comedy drama sci-fi,"Truman Show, The comedy drama sci-fi",3.812,4
1683,"Wings of the Dove, The (1997)","['Drama', 'Romance']","Wings of the Dove, The",1997,drama romance,"Wings of the Dove, The drama romance",4.416666666666667,2
1684,Mrs. Dalloway (1997),"['Drama', 'Romance']",Mrs. Dalloway,1997,drama romance,Mrs. Dalloway drama romance,3.5,2
1685,"I Love You, I Love You Not (1996)","['Drama', 'Romance']","I Love You, I Love You Not",1996,drama romance,"I Love You, I Love You Not drama romance",3.0,2
1686,Red Corner (1997),"['Crime', 'Thriller']",Red Corner,1997,crime thriller,Red Corner crime thriller,3.6666666666666665,6
1687,"Jackal, The (1997)","['Action', 'Thriller']","Jackal, The",1997,action thriller,"Jackal, The action thriller",3.2222222222222223,0
1688,Anastasia (1997),"['Adventure', 'Animation', 'Children', 'Drama', 'Musical']",Anastasia,1997,adventure animation children drama musical,Anastasia adventure animation children drama musical,3.35,3
1689,"Man Who Knew Too Little, The (1997)","['Comedy', 'Crime', 'Thriller']","Man Who Knew Too Little, The",1997,comedy crime thriller,"Man Who Knew Too Little, The comedy crime thriller",2.2142857142857144,6
1690,Alien: Resurrection (1997),"['Action', 'Horror', 'Sci-Fi']",Alien: Resurrection,1997,action horror sci-fi,Alien: Resurrection action horror sci-fi,2.922222222222222,4
1693,Amistad (1997),"['Drama', 'Mystery']",Amistad,1997,drama mystery,Amistad drama mystery,3.5,6
1694,"Apostle, The (1997)",['Drama'],"Apostle, The",1997,drama,"Apostle, The drama",3.0,6
1695,Artemisia (1997),['Drama'],Artemisia,1997,drama,Artemisia drama,4.0,6
1696,Bent (1997),"['Drama', 'War']",Bent,1997,drama war,Bent drama war,3.5,5
1699,"Butcher Boy, The (1997)","['Comedy', 'Drama']","Butcher Boy, The",1997,comedy drama,"Butcher Boy, The comedy drama",4.0,7
1701,Deconstructing Harry (1997),"['Comedy', 'Drama']",Deconstructing Harry,1997,comedy drama,Deconstructing Harry comedy drama,3.875,7
1702,Flubber (1997),"['Children', 'Comedy', 'Fantasy']",Flubber,1997,children comedy fantasy,Flubber children comedy fantasy,3.0,3
1703,For Richer or Poorer (1997),['Comedy'],For Richer or Poorer,1997,comedy,For Richer or Poorer comedy,2.9,7
1704,Good Will Hunting (1997),"['Drama', 'Romance']",Good Will Hunting,1997,drama romance,Good Will Hunting drama romance,4.078014184397163,2
1707,Home Alone 3 (1997),"['Children', 'Comedy']",Home Alone 3,1997,children comedy,Home Alone 3 children comedy,1.875,3
1711,Midnight in the Garden of Good and Evil (1997),"['Crime', 'Drama', 'Mystery']",Midnight in the Garden of Good and Evil,1997,crime drama mystery,Midnight in the Garden of Good and Evil crime drama mystery,3.1041666666666665,6
1713,Mouse Hunt (1997),"['Children', 'Comedy']",Mouse Hunt,1997,children comedy,Mouse Hunt children comedy,3.071428571428572,3
1717,Scream 2 (1997),"['Comedy', 'Horror', 'Mystery', 'Thriller']",Scream 2,1997,comedy horror mystery thriller,Scream 2 comedy horror mystery thriller,2.919354838709677,1
1718,Stranger in the House (1997),['Thriller'],Stranger in the House,1997,thriller,Stranger in the House thriller,3.25,6
1719,"Sweet Hereafter, The (1997)",['Drama'],"Sweet Hereafter, The",1997,drama,"Sweet Hereafter, The drama",4.25,6
1721,Titanic (1997),"['Drama', 'Romance']",Titanic,1997,drama romance,Titanic drama romance,3.414285714285714,2
1722,Tomorrow Never Dies (1997),"['Action', 'Adventure', 'Thriller']",Tomorrow Never Dies,1997,action adventure thriller,Tomorrow Never Dies action adventure thriller,3.066666666666667,0
1726,"Postman, The (1997)","['Action', 'Adventure', 'Drama', 'Sci-Fi']","Postman, The",1997,action adventure drama sci-fi,"Postman, The action adventure drama sci-fi",2.6923076923076925,4
1727,"Horse Whisperer, The (1998)","['Drama', 'Romance']","Horse Whisperer, The",1998,drama romance,"Horse Whisperer, The drama romance",3.75,2
1729,Jackie Brown (1997),"['Crime', 'Drama', 'Thriller']",Jackie Brown,1997,crime drama thriller,Jackie Brown crime drama thriller,3.6979166666666665,6
1730,Kundun (1997),['Drama'],Kundun,1997,drama,Kundun drama,3.25,6
1731,Mr. Magoo (1997),['Comedy'],Mr. Magoo,1997,comedy,Mr. Magoo comedy,1.75,7
1732,"Big Lebowski, The (1998)","['Comedy', 'Crime']","Big Lebowski, The",1998,comedy crime,"Big Lebowski, The comedy crime",3.924528301886793,7
1733,Afterglow (1997),"['Drama', 'Romance']",Afterglow,1997,drama romance,Afterglow drama romance,4.5,2
1734,My Life in Pink (Ma vie en rose) (1997),"['Comedy', 'Drama']",My Life in Pink (Ma vie en rose),1997,comedy drama,My Life in Pink (Ma vie en rose) comedy drama,4.055555555555555,7
1735,Great Expectations (1998),"['Drama', 'Romance']",Great Expectations,1998,drama romance,Great Expectations drama romance,3.3181818181818183,2
1739,3 Ninjas: High Noon On Mega Mountain (1998),"['Action', 'Children', 'Comedy']",3 Ninjas: High Noon On Mega Mountain,1998,action children comedy,3 Ninjas: High Noon On Mega Mountain action children comedy,4.0,3
1746,Senseless (1998),['Comedy'],Senseless,1998,comedy,Senseless comedy,2.0,7
1747,Wag the Dog (1997),['Comedy'],Wag the Dog,1997,comedy,Wag the Dog comedy,3.338709677419355,7
1748,Dark City (1998),"['Adventure', 'Film-Noir', 'Sci-Fi', 'Thriller']",Dark City,1998,adventure film-noir sci-fi thriller,Dark City adventure film-noir sci-fi thriller,3.8229166666666665,4
1752,Hard Rain (1998),"['Action', 'Crime', 'Thriller']",Hard Rain,1998,action crime thriller,Hard Rain action crime thriller,2.5,0
1753,Half Baked (1998),['Comedy'],Half Baked,1998,comedy,Half Baked comedy,3.59375,7
1754,Fallen (1998),"['Crime', 'Drama', 'Fantasy', 'Thriller']",Fallen,1998,crime drama fantasy thriller,Fallen crime drama fantasy thriller,3.5,6
1755,Shooting Fish (1997),"['Comedy', 'Romance']",Shooting Fish,1997,comedy romance,Shooting Fish comedy romance,4.1,2
1757,Fallen Angels (Duo luo tian shi) (1995),"['Drama', 'Romance']",Fallen Angels (Duo luo tian shi),1995,drama romance,Fallen Angels (Duo luo tian shi) drama romance,2.0,2
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",['Drama'],"Four Days in September (O Que É Isso, Companheiro?)",1997,drama,"Four Days in September (O Que É Isso, Companheiro?) drama",5.0,6
1760,Spice World (1997),['Comedy'],Spice World,1997,comedy,Spice World comedy,1.35,7
1762,Deep Rising (1998),"['Action', 'Horror', 'Sci-Fi']",Deep Rising,1998,action horror sci-fi,Deep Rising action horror sci-fi,2.3,4
1767,Music From Another Room (1998),"['Drama', 'Romance']",Music From Another Room,1998,drama romance,Music From Another Room drama romance,3.0,2
1769,"Replacement Killers, The (1998)","['Action', 'Crime', 'Thriller']","Replacement Killers, The",1998,action crime thriller,"Replacement Killers, The action crime thriller",2.9285714285714284,0
1770,B. Monkey (1998),"['Crime', 'Romance', 'Thriller']",B. Monkey,1998,crime romance thriller,B. Monkey crime romance thriller,2.5,2
1771,Night Flier (1997),['Horror'],Night Flier,1997,horror,Night Flier horror,4.0,1
1772,Blues Brothers 2000 (1998),"['Action', 'Comedy', 'Musical']",Blues Brothers 2000,1998,action comedy musical,Blues Brothers 2000 action comedy musical,2.708333333333333,7
1777,"Wedding Singer, The (1998)","['Comedy', 'Romance']","Wedding Singer, The",1998,comedy romance,"Wedding Singer, The comedy romance",3.419642857142857,2
1779,Sphere (1998),"['Sci-Fi', 'Thriller']",Sphere,1998,sci-fi thriller,Sphere sci-fi thriller,2.760869565217391,4
1783,Palmetto (1998),"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",Palmetto,1998,crime drama mystery romance thriller,Palmetto crime drama mystery romance thriller,2.8,6
1784,As Good as It Gets (1997),"['Comedy', 'Drama', 'Romance']",As Good as It Gets,1997,comedy drama romance,As Good as It Gets comedy drama romance,3.6979166666666665,2
1785,King of New York (1990),"['Crime', 'Thriller']",King of New York,1990,crime thriller,King of New York crime thriller,3.9,6
1791,Twilight (1998),"['Crime', 'Drama', 'Thriller']",Twilight,1998,crime drama thriller,Twilight crime drama thriller,2.333333333333333,6
1792,U.S. Marshals (1998),"['Action', 'Crime', 'Thriller']",U.S. Marshals,1998,action crime thriller,U.S. Marshals action crime thriller,3.0217391304347827,0
1793,Welcome to Woop-Woop (1997),['Comedy'],Welcome to Woop-Woop,1997,comedy,Welcome to Woop-Woop comedy,4.0,7
1794,Love and Death on Long Island (1997),"['Comedy', 'Drama']",Love and Death on Long Island,1997,comedy drama,Love and Death on Long Island comedy drama,3.0,7
1797,Everest (1998),"['Documentary', 'IMAX']",Everest,1998,documentary imax,Everest documentary imax,4.25,7
1798,Hush (1998),['Thriller'],Hush,1998,thriller,Hush thriller,2.0,6
1799,Suicide Kings (1997),"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",Suicide Kings,1997,comedy crime drama mystery thriller,Suicide Kings comedy crime drama mystery thriller,3.423076923076923,6
1801,"Man in the Iron Mask, The (1998)","['Action', 'Adventure', 'Drama']","Man in the Iron Mask, The",1998,action adventure drama,"Man in the Iron Mask, The action adventure drama",3.5,0
1804,"Newton Boys, The (1998)","['Crime', 'Drama']","Newton Boys, The",1998,crime drama,"Newton Boys, The crime drama",3.0,6
1805,Wild Things (1998),"['Crime', 'Drama', 'Mystery', 'Thriller']",Wild Things,1998,crime drama mystery thriller,Wild Things crime drama mystery thriller,3.0161290322580645,6
1806,Paulie (1998),"['Adventure', 'Children', 'Comedy']",Paulie,1998,adventure children comedy,Paulie adventure children comedy,2.3125,3
1807,"Cool, Dry Place, A (1998)",['Drama'],"Cool, Dry Place, A",1998,drama,"Cool, Dry Place, A drama",3.0,6
1809,Fireworks (Hana-bi) (1997),"['Crime', 'Drama']",Fireworks (Hana-bi),1997,crime drama,Fireworks (Hana-bi) crime drama,4.0,6
1810,Primary Colors (1998),"['Comedy', 'Drama']",Primary Colors,1998,comedy drama,Primary Colors comedy drama,3.5,7
1812,Wide Awake (1998),"['Children', 'Comedy', 'Drama']",Wide Awake,1998,children comedy drama,Wide Awake children comedy drama,3.6666666666666665,3
1816,Two Girls and a Guy (1997),"['Comedy', 'Drama']",Two Girls and a Guy,1997,comedy drama,Two Girls and a Guy comedy drama,2.0,7
1821,"Object of My Affection, The (1998)","['Comedy', 'Romance']","Object of My Affection, The",1998,comedy romance,"Object of My Affection, The comedy romance",2.6666666666666665,2
1824,Homegrown (1998),"['Comedy', 'Thriller']",Homegrown,1998,comedy thriller,Homegrown comedy thriller,1.0,7
1825,The Players Club (1998),"['Comedy', 'Drama']",The Players Club,1998,comedy drama,The Players Club comedy drama,3.5,7
1826,Barney's Great Adventure (1998),"['Adventure', 'Children']",Barney's Great Adventure,1998,adventure children,Barney's Great Adventure adventure children,2.0,3
1827,"Big One, The (1997)","['Comedy', 'Documentary']","Big One, The",1997,comedy documentary,"Big One, The comedy documentary",3.333333333333333,7
1829,Chinese Box (1997),"['Drama', 'Romance']",Chinese Box,1997,drama romance,Chinese Box drama romance,3.25,2
1831,Lost in Space (1998),"['Action', 'Adventure', 'Sci-Fi']",Lost in Space,1998,action adventure sci-fi,Lost in Space action adventure sci-fi,2.4482758620689653,4
1833,Mercury Rising (1998),"['Action', 'Drama', 'Thriller']",Mercury Rising,1998,action drama thriller,Mercury Rising action drama thriller,3.0,0
1834,"Spanish Prisoner, The (1997)","['Crime', 'Drama', 'Mystery', 'Thriller']","Spanish Prisoner, The",1997,crime drama mystery thriller,"Spanish Prisoner, The crime drama mystery thriller",4.0,6
1835,City of Angels (1998),"['Drama', 'Fantasy', 'Romance']",City of Angels,1998,drama fantasy romance,City of Angels drama fantasy romance,3.3823529411764706,2
1836,"Last Days of Disco, The (1998)","['Comedy', 'Drama']","Last Days of Disco, The",1998,comedy drama,"Last Days of Disco, The comedy drama",4.5,7
1837,"Odd Couple II, The (1998)",['Comedy'],"Odd Couple II, The",1998,comedy,"Odd Couple II, The comedy",2.25,7
1839,My Giant (1998),['Comedy'],My Giant,1998,comedy,My Giant comedy,3.0,7
1840,He Got Game (1998),['Drama'],He Got Game,1998,drama,He Got Game drama,3.2142857142857144,6
1841,"Gingerbread Man, The (1998)","['Drama', 'Thriller']","Gingerbread Man, The",1998,drama thriller,"Gingerbread Man, The drama thriller",3.0,6
1844,Live Flesh (Carne trémula) (1997),"['Drama', 'Romance']",Live Flesh (Carne trémula),1997,drama romance,Live Flesh (Carne trémula) drama romance,3.875,2
1845,Zero Effect (1998),"['Comedy', 'Mystery', 'Thriller']",Zero Effect,1998,comedy mystery thriller,Zero Effect comedy mystery thriller,3.966666666666667,6
1848,"Borrowers, The (1997)","['Adventure', 'Children', 'Comedy', 'Fantasy']","Borrowers, The",1997,adventure children comedy fantasy,"Borrowers, The adventure children comedy fantasy",3.0416666666666665,3
1855,Krippendorf's Tribe (1998),['Comedy'],Krippendorf's Tribe,1998,comedy,Krippendorf's Tribe comedy,2.571428571428572,7
1856,Kurt & Courtney (1998),['Documentary'],Kurt & Courtney,1998,documentary,Kurt & Courtney documentary,4.0,7
1857,"Real Blonde, The (1997)",['Comedy'],"Real Blonde, The",1997,comedy,"Real Blonde, The comedy",3.5,7
1858,Mr. Nice Guy (Yat goh ho yan) (1997),"['Action', 'Comedy']",Mr. Nice Guy (Yat goh ho yan),1997,action comedy,Mr. Nice Guy (Yat goh ho yan) action comedy,2.5625,7
1859,Taste of Cherry (Ta'm e guilass) (1997),['Drama'],Taste of Cherry (Ta'm e guilass),1997,drama,Taste of Cherry (Ta'm e guilass) drama,3.6666666666666665,6
1860,Character (Karakter) (1997),['Drama'],Character (Karakter),1997,drama,Character (Karakter) drama,2.625,6
1862,Species II (1998),"['Horror', 'Sci-Fi']",Species II,1998,horror sci-fi,Species II horror sci-fi,1.9444444444444444,4
1863,Major League: Back to the Minors (1998),['Comedy'],Major League: Back to the Minors,1998,comedy,Major League: Back to the Minors comedy,2.4285714285714284,7
1866,"Big Hit, The (1998)","['Action', 'Comedy', 'Crime']","Big Hit, The",1998,action comedy crime,"Big Hit, The action comedy crime",2.9285714285714284,0
1867,Tarzan and the Lost City (1998),"['Action', 'Adventure']",Tarzan and the Lost City,1998,action adventure,Tarzan and the Lost City action adventure,2.0,0
1870,"Dancer, Texas Pop. 81 (1998)","['Comedy', 'Drama']","Dancer, Texas Pop. 81",1998,comedy drama,"Dancer, Texas Pop. 81 comedy drama",3.0,7
1873,"Misérables, Les (1998)","['Crime', 'Drama', 'Romance', 'War']","Misérables, Les",1998,crime drama romance war,"Misérables, Les crime drama romance war",3.75,5
1875,Clockwatchers (1997),['Comedy'],Clockwatchers,1997,comedy,Clockwatchers comedy,3.9166666666666665,7
1876,Deep Impact (1998),"['Drama', 'Sci-Fi', 'Thriller']",Deep Impact,1998,drama sci-fi thriller,Deep Impact drama sci-fi thriller,3.069767441860465,4
1881,Quest for Camelot (1998),"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",Quest for Camelot,1998,adventure animation children fantasy musical,Quest for Camelot adventure animation children fantasy musical,2.0,3
1882,Godzilla (1998),"['Action', 'Sci-Fi', 'Thriller']",Godzilla,1998,action sci-fi thriller,Godzilla action sci-fi thriller,1.9545454545454544,4
1883,Bulworth (1998),"['Comedy', 'Drama', 'Romance']",Bulworth,1998,comedy drama romance,Bulworth comedy drama romance,3.270833333333333,2
1884,Fear and Loathing in Las Vegas (1998),"['Adventure', 'Comedy', 'Drama']",Fear and Loathing in Las Vegas,1998,adventure comedy drama,Fear and Loathing in Las Vegas adventure comedy drama,3.967391304347826,7
1885,"Opposite of Sex, The (1998)","['Comedy', 'Drama', 'Romance']","Opposite of Sex, The",1998,comedy drama romance,"Opposite of Sex, The comedy drama romance",3.125,2
